PolicyNumber,TotalPremium
TXFB-102160,711.6
TXFB-102161,2818.41
TXFB-102162,1249.04
TXFB-102163,2326.71
TXFB-102164,2563.32
TXFB-102165,1913.71
TXFB-102166,3129.06
TXFB-102167,1831.38
TXFB-102168,1354.73
TXFB-102169,3188.05
TXFB-102170,3084.69
TXFB-102171,992.12
TXFB-102172,577.88
TXFB-102173,769.96
TXFB-102174,1359.64
TXFB-102175,3416.78
TXFB-102176,2175.55
TXFB-102177,1619.79
TXFB-102178,3166.15
TXFB-102179,1859.41
TXFB-102180,1445.72
TXFB-102181,3323.66
TXFB-102182,3048.55
TXFB-102183,3031.01
TXFB-102184,2036.85
TXFB-102185,2868.32
TXFB-102186,1038.06
TXFB-102187,2219.67
TXFB-102188,3451.54
TXFB-102189,1372.88
TXFB-102190,2883.06
TXFB-102191,1971.44
TXFB-102192,619.42
TXFB-102193,2789.06
TXFB-102194,1005.71
TXFB-102195,2394.42
TXFB-102196,756.99
TXFB-102197,3340.6
TXFB-102198,1375.17
TXFB-102199,1179.39
TXFB-102200,887.41
TXFB-102201,3338.01
TXFB-102202,2635.71
TXFB-102203,2724.98
TXFB-102204,1998.21
TXFB-102205,1924.18
TXFB-102206,830.06
TXFB-102207,2179.52
TXFB-102208,1240.75
TXFB-102209,3431.44
TXFB-102210,2889.74
TXFB-102211,1738.98
TXFB-102212,954.02
TXFB-102213,2801.8573172741726
TXFB-102214,866.16
TXFB-102215,1068.0
TXFB-102216,1134.56
TXFB-102217,2091.1058929892993
TXFB-102218,2861.17
TXFB-102219,1442.94
TXFB-102220,754.01
TXFB-102221,1893.62
TXFB-102222,2744.33
TXFB-102223,1164.99
TXFB-102224,1159.77
TXFB-102225,3341.68
TXFB-102226,3362.46
TXFB-102227,3471.4
TXFB-102228,2922.98
TXFB-102229,1064.55
TXFB-102230,1135.94
TXFB-102231,1520.68
TXFB-102232,1454.4
TXFB-102233,3369.58
TXFB-102234,2867.22
TXFB-102235,2672.03
TXFB-102236,1057.89
TXFB-102237,3228.58
TXFB-102238,2983.61
TXFB-102239,904.5491853680122
TXFB-102240,3113.51
TXFB-102241,1316.74
TXFB-102242,742.61
TXFB-102243,2470.47
TXFB-102244,2389.5976462006615
TXFB-102245,784.8
TXFB-102246,1456.56
TXFB-102247,3478.44
TXFB-102248,2535.28
TXFB-102249,2690.23
TXFB-102250,1138.75
TXFB-102251,736.35
TXFB-102252,1330.71
TXFB-102253,1246.7
TXFB-102254,1203.63
TXFB-102255,1078.26
TXFB-102256,2224.27
TXFB-102257,1484.31
TXFB-102258,2961.04
TXFB-102259,1051.84
TXFB-102260,1893.88
TXFB-102261,540.97
TXFB-102262,1945.05
TXFB-102263,667.51
TXFB-102264,3433.17
TXFB-102265,2871.78
TXFB-102266,1970.33
TXFB-102267,759.76
TXFB-102268,2277.34
TXFB-102269,2776.29
TXFB-102270,1049.846363777613
TXFB-102271,2204.63
TXFB-102272,2942.63
TXFB-102273,2804.74
TXFB-102274,2908.98
TXFB-102275,3137.97
TXFB-102276,3313.05
TXFB-102277,1716.56
TXFB-102278,2206.31
TXFB-102279,2871.98
TXFB-102280,2591.42
TXFB-102281,3486.56
TXFB-102282,541.03
TXFB-102283,1565.4
TXFB-102284,1343.08
TXFB-102285,1286.95
TXFB-102286,1167.59
TXFB-102287,2627.37
TXFB-102288,754.28
TXFB-102289,2724.83
TXFB-102290,2580.28
TXFB-102291,1252.41
TXFB-102292,1258.5
TXFB-102293,2386.58
TXFB-102294,2786.51
TXFB-102295,3129.46
TXFB-102296,3056.42
TXFB-102297,3394.65
TXFB-102298,2244.15
TXFB-102299,3225.97
TXFB-102300,2925.54
TXFB-102301,3184.0
TXFB-102302,534.88
TXFB-102303,3397.71
TXFB-102304,1920.59
TXFB-102305,2894.55
TXFB-102306,881.61
TXFB-102307,1687.82
TXFB-102308,1314.38
TXFB-102309,1374.98
TXFB-102310,869.77
TXFB-102311,2917.29
TXFB-102312,527.73
TXFB-102313,1437.52
TXFB-102314,1023.23
TXFB-102315,2267.12
TXFB-102316,1262.76
TXFB-102317,1277.0
TXFB-102318,1965.01
TXFB-102319,2458.07
TXFB-102320,863.91
TXFB-102321,1026.53
TXFB-102322,1241.52
TXFB-102323,3421.24
TXFB-102324,1691.46
TXFB-102325,2296.97
TXFB-102326,1224.63
TXFB-102327,1971.38
TXFB-102328,722.36
TXFB-102329,589.9326536261343
TXFB-102330,1906.2
TXFB-102331,1695.98
TXFB-102332,910.64
TXFB-102333,2562.8
TXFB-102334,3478.71
TXFB-102335,1686.94
TXFB-102336,2373.68
TXFB-102337,3388.93
TXFB-102338,2994.6
TXFB-102339,1890.66
TXFB-102340,2712.47
TXFB-102341,884.41
TXFB-102342,2036.31
TXFB-102343,1337.18
TXFB-102344,983.49
TXFB-102345,1778.84
TXFB-102346,893.04
TXFB-102347,2596.96
TXFB-102348,1868.72
TXFB-102349,2093.43
TXFB-102350,939.13
TXFB-102351,919.31
TXFB-102352,2250.25
TXFB-102353,3455.03
TXFB-102354,788.75
TXFB-102355,1357.19
TXFB-102356,3108.38
TXFB-102357,716.82
TXFB-102358,3127.66
TXFB-102359,2072.86
TXFB-102360,1724.8
TXFB-102361,1429.04
TXFB-102362,1391.35
TXFB-102363,1417.41
TXFB-102364,3154.41
TXFB-102365,2671.39
TXFB-102366,2509.17
TXFB-102367,2896.25
TXFB-102368,1271.34
TXFB-102369,2354.13
TXFB-102370,1880.2
TXFB-102371,2847.32
TXFB-102372,1427.77
TXFB-102373,2429.54
TXFB-102374,3146.64
TXFB-102375,1706.45
TXFB-102376,699.87
TXFB-102377,2048.15
TXFB-102378,1537.92
TXFB-102379,2516.68
TXFB-102380,3353.1
TXFB-102381,1956.82
TXFB-102382,1898.57
TXFB-102383,2463.75
TXFB-102384,810.49
TXFB-102385,1260.52
TXFB-102386,3256.94
TXFB-102387,2509.83
TXFB-102388,540.33
TXFB-102389,1113.88
TXFB-102390,2548.51
TXFB-102391,2793.2
TXFB-102392,3019.58
TXFB-102393,1376.53
TXFB-102394,3293.09
TXFB-102395,2158.84
TXFB-102396,2589.62
TXFB-102397,2290.22
TXFB-102398,868.22
TXFB-102399,3389.34
TXFB-102400,868.63
TXFB-102401,1264.65
TXFB-102402,2940.88
TXFB-102403,2355.79
TXFB-102404,3014.45
TXFB-102405,2047.21
TXFB-102406,1630.98
TXFB-102407,3265.54
TXFB-102408,608.76
TXFB-102409,3068.39
TXFB-102410,1192.45
TXFB-102411,3046.21
TXFB-102412,917.59
TXFB-102413,2240.66
TXFB-102414,3164.32
TXFB-102415,1920.62
TXFB-102416,2648.7149301220115
TXFB-102417,2914.01
TXFB-102418,2709.48
TXFB-102419,3275.99
TXFB-102420,1840.5
TXFB-102421,1019.38
TXFB-102422,643.43
TXFB-102423,1239.38
TXFB-102424,929.59
TXFB-102425,2173.85
TXFB-102426,1054.84
TXFB-102427,616.8
TXFB-102428,607.97
TXFB-102429,2994.71
TXFB-102430,2274.35
TXFB-102431,1574.26
TXFB-102432,3182.68
TXFB-102433,710.59
TXFB-102434,3440.97
TXFB-102435,2348.88
TXFB-102436,1050.39
TXFB-102437,2537.21
TXFB-102438,2790.14
TXFB-102439,1788.03
TXFB-102440,3084.9
TXFB-102441,952.2
TXFB-102442,1336.51
TXFB-102443,780.48
TXFB-102444,1132.63
TXFB-102445,1216.19
TXFB-102446,3252.9
TXFB-102447,734.33
TXFB-102448,1782.25
TXFB-102449,2097.2
TXFB-102450,3196.08
TXFB-102451,3493.09
TXFB-102452,2760.16
TXFB-102453,3412.37
TXFB-102454,2861.3
TXFB-102455,3389.61
TXFB-102456,2621.81
TXFB-102457,739.29
TXFB-102458,1705.76
TXFB-102459,2439.79
TXFB-102460,1552.16
TXFB-102461,1320.15
TXFB-102462,2232.2
TXFB-102463,3300.51
TXFB-102464,586.489101817709
TXFB-102465,2807.69
TXFB-102466,2668.18
TXFB-102467,3391.86
TXFB-102468,3292.13
TXFB-102469,2786.7
TXFB-102470,2061.23
TXFB-102471,1112.8
TXFB-102472,2135.71
TXFB-102473,2796.06
TXFB-102474,3187.01
TXFB-102475,2869.14
TXFB-102476,1085.8
TXFB-102477,2299.06
TXFB-102478,1496.52
TXFB-102479,527.62
TXFB-102480,1100.66
TXFB-102481,839.66
TXFB-102482,3028.16
TXFB-102483,1275.52
TXFB-102484,1354.09
TXFB-102485,3379.81
TXFB-102486,1637.26
TXFB-102487,528.76
TXFB-102488,1351.54
TXFB-102489,857.9
TXFB-102490,808.43
TXFB-102491,732.46
TXFB-102492,2279.78
TXFB-102493,1068.04
TXFB-102494,1583.73
TXFB-102495,3067.1628773904854
TXFB-102496,1773.01
TXFB-102497,3247.07
TXFB-102498,1993.81
TXFB-102499,1696.51
TXFB-102500,2751.17
TXFB-102501,719.53
TXFB-102502,768.44
TXFB-102503,2455.92
TXFB-102504,1960.82
TXFB-102505,2871.25
TXFB-102506,3248.81
TXFB-102507,1665.1
TXFB-102508,2289.23
TXFB-102509,2002.09
TXFB-102510,3444.83
TXFB-102511,2993.25
TXFB-102512,3235.21
TXFB-102513,1263.02
TXFB-102514,2817.58
TXFB-102515,1296.42
TXFB-102516,1126.23
TXFB-102517,3332.8
TXFB-102518,557.91
TXFB-102519,3396.17
TXFB-102520,947.79
TXFB-102521,2958.31
TXFB-102522,1327.77
TXFB-102523,1552.11
TXFB-102524,1150.27
TXFB-102525,2256.54
TXFB-102526,1544.29
TXFB-102527,2437.2417019962995
TXFB-102528,546.94
TXFB-102529,693.12
TXFB-102530,798.98
TXFB-102531,1756.98
TXFB-102532,2944.39
TXFB-102533,3164.53
TXFB-102534,1234.43
TXFB-102535,2223.11
TXFB-102536,2805.09
TXFB-102537,1329.399952939297
TXFB-102538,1727.02
TXFB-102539,2071.92
TXFB-102540,904.62
TXFB-102541,577.95
TXFB-102542,940.0556211417764
TXFB-102543,2380.56
TXFB-102544,720.85
TXFB-102545,1069.09
TXFB-102546,1513.56
TXFB-102547,733.61
TXFB-102548,1075.1
TXFB-102549,3233.81
TXFB-102550,557.9
TXFB-102551,2460.3
TXFB-102552,1653.23
TXFB-102553,2517.95
TXFB-102554,2266.08
TXFB-102555,1170.5
TXFB-102556,3041.63
TXFB-102557,1975.82
TXFB-102558,2967.61
TXFB-102559,1718.04
TXFB-102560,3454.06
TXFB-102561,2811.47
TXFB-102562,3397.85
TXFB-102563,2042.98
TXFB-102564,1921.07
TXFB-102565,2766.36
TXFB-102566,3140.87
TXFB-102567,3392.44
TXFB-102568,1473.66
TXFB-102569,2896.11
TXFB-102570,1131.94
TXFB-102571,2136.72
TXFB-102572,1039.54
TXFB-102573,1542.19
TXFB-102574,3294.08
TXFB-102575,938.27
TXFB-102576,2397.2
TXFB-102577,2278.86
TXFB-102578,862.22
TXFB-102579,1477.94
TXFB-102580,2188.94
TXFB-102581,1061.54
TXFB-102582,2901.87
TXFB-102583,3416.47
TXFB-102584,1144.28
TXFB-102585,1060.74
TXFB-102586,1864.81
TXFB-102587,2743.3
TXFB-102588,1344.8
TXFB-102589,559.64
TXFB-102590,2123.66
TXFB-102591,3369.8
TXFB-102592,1673.83
TXFB-102593,1760.4
TXFB-102594,3406.71
TXFB-102595,2583.82
TXFB-102596,2657.52
TXFB-102597,2188.11
TXFB-102598,3423.83
TXFB-102599,2566.6
TXFB-102600,3185.1
TXFB-102601,2598.14
TXFB-102602,2705.35
TXFB-102603,1371.23
TXFB-102604,1410.44
TXFB-102605,2848.95
TXFB-102606,1390.12
TXFB-102607,2188.31
TXFB-102608,1248.06
TXFB-102609,2950.95
TXFB-102610,831.5
TXFB-102611,2988.34
TXFB-102612,2308.19
TXFB-102613,1060.73
TXFB-102614,2126.11
TXFB-102615,1347.5
TXFB-102616,1470.4
TXFB-102617,1554.58
TXFB-102618,689.96
TXFB-102619,3438.9026885530357
TXFB-102620,594.6
TXFB-102621,2487.49
TXFB-102622,1613.68
TXFB-102623,2438.03
TXFB-102624,1568.74
TXFB-102625,2521.25
TXFB-102626,2687.71
TXFB-102627,2571.66
TXFB-102628,841.89
TXFB-102629,2470.68
TXFB-102630,1339.96
TXFB-102631,548.8519695189968
TXFB-102632,1744.49
TXFB-102633,1800.63
TXFB-102634,1901.52
TXFB-102635,2614.47
TXFB-102636,1426.53
TXFB-102637,1445.84
TXFB-102638,681.66
TXFB-102639,2560.46
TXFB-102640,2203.48
TXFB-102641,1548.28
TXFB-102642,2615.57
TXFB-102643,2112.07
TXFB-102644,1907.73
TXFB-102645,2033.97
TXFB-102646,2409.04
TXFB-102647,2480.01
TXFB-102648,1366.87
TXFB-102649,922.23
TXFB-102650,969.9
TXFB-102651,2390.2956123562076
TXFB-102652,3118.62
TXFB-102653,1728.49
TXFB-102654,1008.56
TXFB-102655,2769.81
TXFB-102656,2997.47
TXFB-102657,3141.75
TXFB-102658,2320.49
TXFB-102659,3082.19
TXFB-102660,546.24
TXFB-102661,821.71
TXFB-102662,777.73
TXFB-102663,2637.81
TXFB-102664,708.75
TXFB-102665,1989.09
TXFB-102666,1918.12
TXFB-102667,1432.11
TXFB-102668,3111.22
TXFB-102669,1011.3
TXFB-102670,1557.39
TXFB-102671,2822.51
TXFB-102672,591.27
TXFB-102673,2518.85
TXFB-102674,2949.19
TXFB-102675,3296.8
TXFB-102676,3128.89
TXFB-102677,1458.15
TXFB-102678,2259.09
TXFB-102679,731.88
TXFB-102680,1273.61
TXFB-102681,782.67
TXFB-102682,1445.56
TXFB-102683,3125.56
TXFB-102684,1541.5
TXFB-102685,2185.69
TXFB-102686,1800.14
TXFB-102687,1876.75
TXFB-102688,3408.72
TXFB-102689,1388.46
TXFB-102690,2381.97
TXFB-102691,1760.19
TXFB-102692,683.44
TXFB-102693,1967.99
TXFB-102694,2940.03
TXFB-102695,731.0235117834497
TXFB-102696,708.78
TXFB-102697,960.89
TXFB-102698,2793.2
TXFB-102699,2671.99
TXFB-102700,2195.05
TXFB-102701,1904.68
TXFB-102702,3164.98
TXFB-102703,2800.09
TXFB-102704,2935.83
TXFB-102705,2939.79
TXFB-102706,2428.15
TXFB-102707,1874.04
TXFB-102708,3067.1736310103042
TXFB-102709,3278.02
TXFB-102710,571.42
TXFB-102711,654.66
TXFB-102712,3376.23
TXFB-102713,1331.48
TXFB-102714,3120.11
TXFB-102715,1666.39
TXFB-102716,857.3
TXFB-102717,741.33
TXFB-102718,925.2493651239038
TXFB-102719,1249.68
TXFB-102720,1965.56
TXFB-102721,2604.49
TXFB-102722,3459.2
TXFB-102723,1824.52
TXFB-102724,2054.55
TXFB-102725,2065.45
TXFB-102726,2118.3
TXFB-102727,2053.22
TXFB-102728,526.32
TXFB-102729,505.17
TXFB-102730,793.0
TXFB-102731,804.67
TXFB-102732,2614.69
TXFB-102733,1114.75
TXFB-102734,3184.14
TXFB-102735,3285.82
TXFB-102736,3427.68
TXFB-102737,3317.24
TXFB-102738,1315.66
TXFB-102739,2029.33
TXFB-102740,1026.36
TXFB-102741,2918.63
TXFB-102742,3165.3
TXFB-102743,3053.87
TXFB-102744,1800.1
TXFB-102745,2776.02
TXFB-102746,792.74
TXFB-102747,620.73
TXFB-102748,2759.71
TXFB-102749,1776.07
TXFB-102750,3448.9563110702165
TXFB-102751,791.76
TXFB-102752,3066.88
TXFB-102753,1939.95
TXFB-102754,2907.106431994607
TXFB-102755,2951.38
TXFB-102756,3247.98
TXFB-102757,1393.55
TXFB-102758,3349.4
TXFB-102759,955.0
TXFB-102760,745.91
TXFB-102761,1794.85
TXFB-102762,2984.97
TXFB-102763,1920.26
TXFB-102764,2987.86
TXFB-102765,2689.06
TXFB-102766,1128.29
TXFB-102767,3346.64
TXFB-102768,682.34
TXFB-102769,3194.84
TXFB-102770,1413.33
TXFB-102771,2000.44
TXFB-102772,1767.06
TXFB-102773,1015.5
TXFB-102774,1574.44
TXFB-102775,1078.8
TXFB-102776,1111.66
TXFB-102777,1061.17
TXFB-102778,1967.05
TXFB-102779,2893.79
TXFB-102780,2206.91
TXFB-102781,3179.62
TXFB-102782,2409.63
TXFB-102783,2568.02
TXFB-102784,2502.82
TXFB-102785,1848.38
TXFB-102786,2568.02
TXFB-102787,709.12
TXFB-102788,3079.55
TXFB-102789,2833.44
TXFB-102790,1235.69
TXFB-102791,2804.1
TXFB-102792,537.93
TXFB-102793,1151.74
TXFB-102794,695.41
TXFB-102795,2840.68
TXFB-102796,2767.62
TXFB-102797,2940.91
TXFB-102798,513.45
TXFB-102799,2003.7
TXFB-102800,2614.51
TXFB-102801,966.2
TXFB-102802,2449.37
TXFB-102803,752.33
TXFB-102804,1043.98
TXFB-102805,1927.39
TXFB-102806,2460.7
TXFB-102807,937.61
TXFB-102808,1020.2797840648744
TXFB-102809,1113.34
TXFB-102810,1216.1
TXFB-102811,1179.66
TXFB-102812,1685.45
TXFB-102813,2461.37
TXFB-102814,1814.1
TXFB-102815,2827.92
TXFB-102816,2657.81
TXFB-102817,879.58
TXFB-102818,646.52
TXFB-102819,3133.82
TXFB-102820,739.49
TXFB-102821,945.02
TXFB-102822,566.4
TXFB-102823,2385.01
TXFB-102824,2247.11
TXFB-102825,3376.6332735027413
TXFB-102826,3160.8
TXFB-102827,1732.53
TXFB-102828,1614.76
TXFB-102829,1390.56
TXFB-102830,957.22
TXFB-102831,914.25
TXFB-102832,896.85
TXFB-102833,842.34
TXFB-102834,1221.54
TXFB-102835,1420.01
TXFB-102836,3384.74
TXFB-102837,2235.42
TXFB-102838,3462.79
TXFB-102839,1617.4
TXFB-102840,1872.88
TXFB-102841,1473.74
TXFB-102842,1048.66
TXFB-102843,929.49
TXFB-102844,3335.24
TXFB-102845,3460.43
TXFB-102846,634.73
TXFB-102847,951.04
TXFB-102848,1770.57
TXFB-102849,1059.0
TXFB-102850,1591.64
TXFB-102851,887.29
TXFB-102852,1869.54
TXFB-102853,1315.08
TXFB-102854,1555.72
TXFB-102855,782.94
TXFB-102856,1784.38
TXFB-102857,3449.77
TXFB-102858,1486.5
TXFB-102859,3129.29
TXFB-102860,3029.6
TXFB-102861,3356.18
TXFB-102862,2870.33
TXFB-102863,2478.79
TXFB-102864,3069.75
TXFB-102865,726.93
TXFB-102866,1888.49
TXFB-102867,3467.77
TXFB-102868,2808.8
TXFB-102869,3386.23
TXFB-102870,2838.9
TXFB-102871,3124.65
TXFB-102872,2619.59
TXFB-102873,2781.51
TXFB-102874,2069.53
TXFB-102875,3272.71
TXFB-102876,2975.12
TXFB-102877,3031.65
TXFB-102878,2519.03
TXFB-102879,1413.74
TXFB-102880,606.89
TXFB-102881,3306.97
TXFB-102882,2258.36
TXFB-102883,1394.43
TXFB-102884,947.41
TXFB-102885,2988.57
TXFB-102886,3009.56
TXFB-102887,2943.52
TXFB-102888,2435.25
TXFB-102889,1598.05
TXFB-102890,1412.21
TXFB-102891,525.66
TXFB-102892,3000.82
TXFB-102893,762.3
TXFB-102894,2392.26
TXFB-102895,2012.22
TXFB-102896,2080.07
TXFB-102897,3280.14
TXFB-102898,594.85
TXFB-102899,2820.18
TXFB-102900,656.16
TXFB-102901,614.46
TXFB-102902,1789.45
TXFB-102903,689.23
TXFB-102904,2867.43
TXFB-102905,2088.69
TXFB-102906,549.3509369249418
TXFB-102907,621.5
TXFB-102908,2338.01
TXFB-102909,2918.34
TXFB-102910,1813.4
TXFB-102911,2163.74
TXFB-102912,2899.49
TXFB-102913,2331.52
TXFB-102914,1174.28
TXFB-102915,2339.16
TXFB-102916,2384.84
TXFB-102917,2702.32
TXFB-102918,2362.62
TXFB-102919,3407.73
TXFB-102920,1091.86
TXFB-102921,3353.27
TXFB-102922,2115.02
TXFB-102923,2515.87
TXFB-102924,798.38
TXFB-102925,1641.73
TXFB-102926,2808.14
TXFB-102927,2620.73
TXFB-102928,620.42
TXFB-102929,2139.78
TXFB-102930,764.83
TXFB-102931,3487.57
TXFB-102932,3191.89
TXFB-102933,563.24
TXFB-102934,3075.95
TXFB-102935,3258.29
TXFB-102936,1560.64
TXFB-102937,2658.5
TXFB-102938,1826.31
TXFB-102939,2465.7
TXFB-102940,1520.95
TXFB-102941,1467.68
TXFB-102942,1773.3
TXFB-102943,936.7
TXFB-102944,2993.42
TXFB-102945,1546.09
TXFB-102946,1700.45
TXFB-102947,3182.16
TXFB-102948,1989.87
TXFB-102949,2132.76
TXFB-102950,3369.49
TXFB-102951,3160.18
TXFB-102952,1008.4
TXFB-102953,1919.65
TXFB-102954,3413.89
TXFB-102955,1617.1
TXFB-102956,1614.72
TXFB-102957,1085.09
TXFB-102958,842.97
TXFB-102959,2720.91
TXFB-102960,2810.09
TXFB-102961,3407.04
TXFB-102962,2720.628985166436
TXFB-102963,1230.06
TXFB-102964,620.35
TXFB-102965,3456.31
TXFB-102966,1521.35
TXFB-102967,1435.91
TXFB-102968,3186.5042343604396
TXFB-102969,2255.3
TXFB-102970,1144.61
TXFB-102971,3167.29
TXFB-102972,3480.08
TXFB-102973,760.04
TXFB-102974,3086.75
TXFB-102975,1671.55
TXFB-102976,2072.22
TXFB-102977,3244.45
TXFB-102978,3420.14
TXFB-102979,1274.6643200935691
TXFB-102980,1138.55
TXFB-102981,741.55
TXFB-102982,2185.39
TXFB-102983,540.81
TXFB-102984,1735.69
TXFB-102985,720.15
TXFB-102986,1715.68
TXFB-102987,619.8
TXFB-102988,3005.65
TXFB-102989,1129.22
TXFB-102990,1484.93
TXFB-102991,3110.14
TXFB-102992,2738.8
TXFB-102993,1157.12
TXFB-102994,715.7
TXFB-102995,2647.02
TXFB-102996,1672.11
TXFB-102997,2798.24
TXFB-102998,1835.88
TXFB-102999,1538.01
TXFB-103000,1853.62
TXFB-103001,2745.68
TXFB-103002,3206.66
TXFB-103003,649.3
TXFB-103004,2072.33
TXFB-103005,598.51
TXFB-103006,1905.23
TXFB-103007,3155.85
TXFB-103008,1584.77
TXFB-103009,3297.35
TXFB-103010,2391.83
TXFB-103011,3302.47
TXFB-103012,2771.5
TXFB-103013,810.31
TXFB-103014,1193.45
TXFB-103015,1682.51
TXFB-103016,1010.32
TXFB-103017,1984.73
TXFB-103018,1914.1
TXFB-103019,3368.78
TXFB-103020,1801.18
TXFB-103021,2856.88
TXFB-103022,3325.73
TXFB-103023,3130.97
TXFB-103024,1126.0
TXFB-103025,1988.09
TXFB-103026,1543.22
TXFB-103027,1699.58
TXFB-103028,1582.42
TXFB-103029,2979.08
TXFB-103030,1856.42
TXFB-103031,2071.08
TXFB-103032,3447.34
TXFB-103033,679.94
TXFB-103034,1963.87
TXFB-103035,2822.19
TXFB-103036,953.49
TXFB-103037,2334.59
TXFB-103038,1218.39
TXFB-103039,3102.21
TXFB-103040,1481.3
TXFB-103041,1487.19
TXFB-103042,2294.58
TXFB-103043,974.5376897631513
TXFB-103044,1354.67
TXFB-103045,1749.9
TXFB-103046,1560.91
TXFB-103047,2074.63
TXFB-103048,2298.92
TXFB-103049,2200.0
TXFB-103050,2373.762561930665
TXFB-103051,1341.835640198598
TXFB-103052,879.28
TXFB-103053,2782.42
TXFB-103054,3052.34
TXFB-103055,1271.02
TXFB-103056,1721.28
TXFB-103057,1995.71
TXFB-103058,2099.98
TXFB-103059,2478.47
TXFB-103060,624.81
TXFB-103061,2664.43
TXFB-103062,685.91
TXFB-103063,1904.87
TXFB-103064,2983.01
TXFB-103065,1853.65
TXFB-103066,947.27
TXFB-103067,3455.1
TXFB-103068,3167.86
TXFB-103069,2813.94
TXFB-103070,1734.53
TXFB-103071,1051.54
TXFB-103072,3324.23
TXFB-103073,2097.05
TXFB-103074,3057.07
TXFB-103075,1526.29
TXFB-103076,1505.86
TXFB-103077,3456.62
TXFB-103078,2065.5
TXFB-103079,922.09
TXFB-103080,1159.02
TXFB-103081,1945.83
TXFB-103082,627.41
TXFB-103083,1887.6
TXFB-103084,1756.82
TXFB-103085,2838.01
TXFB-103086,1564.83
TXFB-103087,3447.65
TXFB-103088,1042.31
TXFB-103089,2272.96
TXFB-103090,769.1
TXFB-103091,2701.59
TXFB-103092,3484.26
TXFB-103093,2957.42
TXFB-103094,2167.11
TXFB-103095,1954.22
TXFB-103096,3005.09
TXFB-103097,3307.92
TXFB-103098,3467.62
TXFB-103099,1689.62
TXFB-103100,3472.75
TXFB-103101,967.78
TXFB-103102,1260.65
TXFB-103103,767.05
TXFB-103104,1315.22
TXFB-103105,2803.81
TXFB-103106,3058.77
TXFB-103107,2836.68
TXFB-103108,2393.2
TXFB-103109,2041.9
TXFB-103110,2626.11
TXFB-103111,1672.5
TXFB-103112,3023.93
TXFB-103113,2531.57
TXFB-103114,2593.41
TXFB-103115,2107.81
TXFB-103116,3155.69
TXFB-103117,1256.04
TXFB-103118,1643.44
TXFB-103119,2832.93
TXFB-103120,1978.25
TXFB-103121,3167.64
TXFB-103122,1539.2
TXFB-103123,1607.99
TXFB-103124,3166.21
TXFB-103125,1893.11
TXFB-103126,2048.37
TXFB-103127,1498.29
TXFB-103128,1330.01
TXFB-103129,2467.85
TXFB-103130,836.2132386106567
TXFB-103131,3137.82
TXFB-103132,2837.61
TXFB-103133,1072.24
TXFB-103134,2582.06
TXFB-103135,2307.9
TXFB-103136,1053.61
TXFB-103137,1319.61
TXFB-103138,1694.3917467524602
TXFB-103139,2597.73
TXFB-103140,2416.17
TXFB-103141,2096.7
TXFB-103142,2805.23
TXFB-103143,2687.5877566085223
TXFB-103144,2353.58
TXFB-103145,2860.97
TXFB-103146,1502.79
TXFB-103147,3143.75
TXFB-103148,2344.73
TXFB-103149,2967.09
TXFB-103150,2138.84
TXFB-103151,1155.31
TXFB-103152,2127.23
TXFB-103153,1613.33
TXFB-103154,2592.5
TXFB-103155,1927.38
TXFB-103156,3008.34
TXFB-103157,2534.22
TXFB-103158,2553.63
TXFB-103159,1151.47
TXFB-103160,3452.75
TXFB-103161,3025.03
TXFB-103162,2867.01
TXFB-103163,1490.65
TXFB-103164,2106.89
TXFB-103165,911.31
TXFB-103166,2115.43
TXFB-103167,937.67
TXFB-103168,2159.11
TXFB-103169,2446.17
TXFB-103170,1670.59
TXFB-103171,1995.63
TXFB-103172,3126.96
TXFB-103173,825.69
TXFB-103174,2875.2
TXFB-103175,1012.26
TXFB-103176,610.12
TXFB-103177,1056.72
TXFB-103178,2795.13
TXFB-103179,1715.38
TXFB-103180,3117.56
TXFB-103181,2074.12
TXFB-103182,566.75
TXFB-103183,2650.14
TXFB-103184,830.7
TXFB-103185,2868.14
TXFB-103186,1004.31
TXFB-103187,1536.34
TXFB-103188,2783.81
TXFB-103189,3362.69
TXFB-103190,1614.3
TXFB-103191,2988.2
TXFB-103192,1072.38
TXFB-103193,2823.0934960193567
TXFB-103194,2472.48
TXFB-103195,1078.23
TXFB-103196,1407.51
TXFB-103197,895.31
TXFB-103198,1648.9
TXFB-103199,1110.95
TXFB-103200,2431.99
TXFB-103201,3483.52
TXFB-103202,536.03
TXFB-103203,2122.76
TXFB-103204,2221.0
TXFB-103205,3242.63
TXFB-103206,2018.02
TXFB-103207,2131.1
TXFB-103208,1914.96
TXFB-103209,1306.71
TXFB-103210,668.09
TXFB-103211,1725.97
TXFB-103212,657.77
TXFB-103213,2151.48
TXFB-103214,1421.88
TXFB-103215,2100.81
TXFB-103216,902.89
TXFB-103217,3297.89
TXFB-103218,3183.56
TXFB-103219,1069.99
TXFB-103220,1530.33
TXFB-103221,2340.48
TXFB-103222,787.06
TXFB-103223,1563.7
TXFB-103224,1253.34
TXFB-103225,3246.55
TXFB-103226,3057.53
TXFB-103227,2239.5
TXFB-103228,2061.04
TXFB-103229,3292.18
TXFB-103230,3297.28
TXFB-103231,3407.99
TXFB-103232,876.14
TXFB-103233,981.67
TXFB-103234,2530.21
TXFB-103235,2124.3
TXFB-103236,555.4
TXFB-103237,685.93
TXFB-103238,3164.24
TXFB-103239,3106.61
