Location_ID,LocationNumber,BranchID,AddressLine1,State,County,Latitude,Longitude
L_3117,2,B_3117,2632 Main St,TX,Cameron,35.0429,-99.9231
L_3118,2,B_3118,7230 Main St,TX,Travis,36.3892,-106.5307
L_3119,2,B_3119,8156 Main St,TX,Galveston,28.7245,-96.1899
L_3120,1,B_3120,5088 Main St,TX,Cameron,27.8068,-99.4269
L_3121,3,B_3121,8960 Main St,TX,Dallas,26.4353,-103.8358
L_3122,2,B_3122,7313 Main St,TX,Travis,32.9356,-104.0786
L_3123,1,B_3123,6807 Main St,TX,McLennan,31.4473,-102.0901
L_3124,2,B_3124,2983 Main St,TX,McLennan,30.1284,-98.8609
L_3125,3,B_3125,6814 Main St,TX,Nueces,28.878,-103.3377
L_3126,2,B_3126,5795 Main St,TX,Cameron,27.1337,-101.0951
L_3127,3,B_3127,1071 Main St,TX,Nueces,31.1251,-93.7906
L_3128,2,B_3128,7878 Main St,TX,Nueces,27.8455,-103.2865
L_3129,1,B_3129,4792 Main St,TX,Travis,27.1716,-104.1849
L_3130,2,B_3130,4507 Main St,TX,McLennan,32.6568,-105.0283
L_3131,3,B_3131,5675 Main St,TX,Nueces,27.2172,-106.0733
L_3132,3,B_3132,6571 Main St,TX,Harris,33.7702,-97.0206
L_3133,1,B_3133,5288 Main St,TX,Nueces,27.2227,-103.7424
L_3134,1,B_3134,7335 Main St,TX,McLennan,36.0656,-99.0731
L_3135,3,B_3135,2282 Main St,TX,Harris,33.4744,-95.7274
L_3136,1,B_3136,7097 Main St,TX,Travis,25.9472,-105.1989
L_3137,3,B_3137,7815 Main St,TX,Cameron,27.3449,-97.1115
L_3138,3,B_3138,6574 Main St,TX,Cameron,35.0962,-102.341
L_3139,3,B_3139,6005 Main St,TX,Harris,32.8569,-97.6879
L_3140,3,B_3140,4624 Main St,TX,McLennan,30.5445,-103.9597
L_3141,3,B_3141,1571 Main St,TX,Dallas,32.5951,-103.8912
L_3142,3,B_3142,9898 Main St,TX,Harris,35.1085,-95.3587
L_3143,3,B_3143,8453 Main St,TX,McLennan,32.8866,-100.1821
L_3144,1,B_3144,2724 Main St,TX,Nueces,30.4807,-103.2973
L_3145,2,B_3145,8327 Main St,TX,Dallas,30.4362,-104.5223
L_3146,3,B_3146,1786 Main St,TX,Travis,34.1609,-95.6787
L_3147,1,B_3147,7419 Main St,TX,Cameron,31.4098,-103.9297
L_3148,3,B_3148,9700 Main St,TX,Travis,26.9815,-102.8375
L_3149,1,B_3149,4547 Main St,TX,Galveston,27.6945,-96.5254
L_3150,1,B_3150,8265 Main St,TX,Travis,30.8636,-96.6095
L_3151,1,B_3151,7909 Main St,TX,Galveston,,
L_3152,3,B_3152,9560 Main St,TX,Travis,30.6624,-102.6281
L_3153,1,B_3153,5834 Main St,TX,Travis,28.2002,-103.9679
L_3154,2,B_3154,157 Main St,TX,Travis,35.0432,-95.603
L_3155,1,B_3155,761 Main St,TX,Galveston,28.6851,-100.3074
L_3156,2,B_3156,3275 Main St,TX,Nueces,27.2283,-96.3688
L_3157,2,B_3157,5135 Main St,TX,Galveston,29.915,-93.6769
L_3158,2,B_3158,5569 Main St,TX,Harris,32.6682,-104.7045
L_3159,1,B_3159,2268 Main St,TX,McLennan,28.6641,-101.7421
L_3160,3,B_3160,2543 Main St,TX,McLennan,28.5265,-105.3053
L_3161,3,B_3161,1099 Main St,TX,Nueces,31.3263,-102.5362
L_3162,1,B_3162,3145 Main St,TX,McLennan,30.1197,-105.7751
L_3163,1,B_3163,7267 Main St,TX,Travis,36.0415,-105.1967
L_3164,2,B_3164,3041 Main St,TX,Nueces,28.4975,-103.3997
L_3165,1,B_3165,6607 Main St,TX,McLennan,36.0472,-94.399
L_3166,3,B_3166,3798 Main St,TX,Galveston,31.9462,-94.49
L_3167,1,B_3167,1055 Main St,TX,Harris,32.5145,-93.7954
L_3168,2,B_3168,3650 Main St,TX,Dallas,25.8361,-94.0421
L_3169,1,B_3169,2148 Main St,TX,Harris,33.1791,-99.3443
L_3170,1,B_3170,6472 Main St,TX,McLennan,31.8771,-106.5809
L_3171,1,B_3171,4289 Main St,TX,Nueces,26.9606,-102.587
L_3172,2,B_3172,5757 Main St,TX,Cameron,28.4875,-96.0598
L_3173,3,B_3173,2915 Main St,TX,McLennan,32.0723,-98.3621
L_3174,3,B_3174,6182 Main St,TX,Galveston,36.079,-99.1957
L_3175,2,B_3175,7363 Main St,TX,Harris,29.8652,-98.4175
L_3176,2,B_3176,3748 Main St,TX,Cameron,29.2745,-95.3629
L_3177,3,B_3177,4057 Main St,TX,Galveston,33.9205,-99.6244
L_3178,1,B_3178,265 Main St,TX,Galveston,30.4098,-99.2321
L_3179,1,B_3179,640 Main St,TX,Dallas,33.1801,-105.2482
L_3180,2,B_3180,7660 Main St,TX,Galveston,28.275,-95.2482
L_3181,3,B_3181,4325 Main St,TX,Cameron,30.2123,-93.553
L_3182,3,B_3182,742 Main St,TX,Galveston,,
L_3183,1,B_3183,6343 Main St,TX,Dallas,33.0863,-93.8154
L_3184,1,B_3184,3820 Main St,TX,Travis,30.5217,-104.8221
L_3185,2,B_3185,5588 Main St,TX,Cameron,28.1376,-105.3312
L_3186,3,B_3186,1517 Main St,TX,Travis,28.5441,-94.5715
L_3187,1,B_3187,7189 Main St,TX,Cameron,36.4071,-98.1764
L_3188,3,B_3188,8536 Main St,TX,Nueces,35.3562,-105.3754
L_3189,2,B_3189,5716 Main St,TX,Dallas,35.6822,-98.5858
L_3190,3,B_3190,2502 Main St,TX,Nueces,,
L_3191,2,B_3191,2532 Main St,TX,Nueces,32.2021,-96.8219
L_3192,2,B_3192,4552 Main St,TX,Galveston,28.3809,-100.3642
L_3193,3,B_3193,7718 Main St,TX,Nueces,27.5873,-96.679
L_3194,2,B_3194,6648 Main St,TX,McLennan,33.5967,-94.4664
L_3195,3,B_3195,7941 Main St,TX,Cameron,36.4171,-96.176
L_3196,1,B_3196,6130 Main St,TX,Harris,26.871,-100.0015
L_3197,2,B_3197,2101 Main St,TX,McLennan,28.2538,-99.0587
L_3198,3,B_3198,2150 Main St,TX,McLennan,25.801,-97.4774
L_3199,2,B_3199,5713 Main St,TX,Galveston,33.8606,-99.3126
L_3200,1,B_3200,9241 Main St,TX,Harris,33.7062,-93.7528
L_3201,3,B_3201,3378 Main St,TX,Nueces,32.9401,-104.0777
L_3202,3,B_3202,8000 Main St,TX,Harris,28.3061,-106.0078
L_3203,3,B_3203,9516 Main St,TX,Nueces,34.6519,-104.0109
L_3204,3,B_3204,9824 Main St,TX,Travis,28.9565,-105.7973
L_3205,1,B_3205,505 Main St,TX,Dallas,30.6093,-98.4957
L_3206,1,B_3206,1113 Main St,TX,Galveston,,
L_3207,2,B_3207,5968 Main St,TX,Nueces,33.5475,-101.797
L_3208,2,B_3208,3539 Main St,TX,Nueces,33.9437,-95.6648
L_3209,3,B_3209,6644 Main St,TX,Harris,33.1607,-95.6796
L_3210,1,B_3210,6787 Main St,TX,Galveston,29.8455,-104.355
L_3211,3,B_3211,9938 Main St,TX,Cameron,,
L_3212,3,B_3212,3522 Main St,TX,Nueces,34.8191,-101.0933
L_3213,1,B_3213,3280 Main St,TX,Travis,26.7077,-104.5363
L_3214,1,B_3214,2328 Main St,TX,McLennan,26.5834,-101.1628
L_3215,2,B_3215,8170 Main St,TX,Nueces,33.2867,-104.4229
L_3216,2,B_3216,7218 Main St,TX,Harris,33.4368,-95.0218
L_3217,1,B_3217,3877 Main St,TX,Cameron,35.4398,-98.849
L_3218,2,B_3218,3656 Main St,TX,Travis,36.0922,-98.9284
L_3219,2,B_3219,4324 Main St,TX,Galveston,30.6477,-95.743
L_3220,1,B_3220,2222 Main St,TX,Nueces,32.8675,-103.7758
L_3221,3,B_3221,2548 Main St,TX,Travis,30.6049,-104.345
L_3222,3,B_3222,8829 Main St,TX,Travis,34.7526,-100.7695
L_3223,3,B_3223,5915 Main St,TX,Cameron,32.2872,-94.4666
L_3224,1,B_3224,6657 Main St,TX,Travis,34.3418,-95.6533
L_3225,2,B_3225,2710 Main St,TX,Travis,27.9001,-102.7285
L_3226,3,B_3226,8613 Main St,TX,Cameron,30.7741,-105.4076
L_3227,1,B_3227,3882 Main St,TX,Cameron,34.3236,-104.9392
L_3228,3,B_3228,7724 Main St,TX,Cameron,,
L_3229,3,B_3229,2390 Main St,TX,Travis,33.6859,-99.6106
L_3230,2,B_3230,3689 Main St,TX,Travis,34.9718,-99.2632
L_3231,2,B_3231,8247 Main St,TX,Dallas,30.0223,-98.0895
L_3232,2,B_3232,2995 Main St,TX,Galveston,34.5387,-105.9079
L_3233,1,B_3233,3151 Main St,TX,McLennan,27.7238,-95.127
L_3234,1,B_3234,5621 Main St,TX,Galveston,28.3732,-105.9351
L_3235,3,B_3235,9598 Main St,TX,Harris,31.6173,-105.6283
L_3236,1,B_3236,3506 Main St,TX,Harris,26.6942,-99.7215
L_3237,3,B_3237,1771 Main St,TX,Cameron,,
L_3238,1,B_3238,679 Main St,TX,Galveston,31.6733,-95.7518
L_3239,2,B_3239,3918 Main St,TX,Travis,26.271,-100.1743
L_3240,1,B_3240,3858 Main St,TX,Dallas,34.7655,-104.7698
L_3241,1,B_3241,7825 Main St,TX,McLennan,34.2533,-97.446
L_3242,3,B_3242,971 Main St,TX,Nueces,,
L_3243,3,B_3243,213 Main St,TX,Nueces,,
L_3244,2,B_3244,9000 Main St,TX,Travis,30.5331,-101.0702
L_3245,1,B_3245,9669 Main St,TX,Galveston,26.6577,-96.6422
L_3246,3,B_3246,5214 Main St,TX,Nueces,33.0903,-93.595
L_3247,3,B_3247,2435 Main St,TX,Galveston,26.1542,-106.449
L_3248,2,B_3248,3501 Main St,TX,Dallas,26.0923,-97.89
L_3249,2,B_3249,4212 Main St,TX,Dallas,26.059,-95.9943
L_3250,2,B_3250,657 Main St,TX,Cameron,,
L_3251,1,B_3251,3449 Main St,TX,Galveston,33.9059,-96.0156
L_3252,1,B_3252,7403 Main St,TX,Cameron,26.6842,-104.1055
L_3253,3,B_3253,282 Main St,TX,Travis,35.998,-105.3128
L_3254,3,B_3254,4476 Main St,TX,Cameron,31.5676,-101.7328
L_3255,2,B_3255,3336 Main St,TX,Travis,34.2259,-96.795
L_3256,2,B_3256,3230 Main St,TX,Travis,32.2721,-97.1781
L_3257,1,B_3257,3921 Main St,TX,Nueces,29.1474,-97.7945
L_3258,1,B_3258,3321 Main St,TX,McLennan,34.3032,-99.9973
L_3259,2,B_3259,2128 Main St,TX,McLennan,28.9015,-102.773
L_3260,2,B_3260,8904 Main St,TX,Travis,27.5042,-99.4503
L_3261,1,B_3261,8531 Main St,TX,Galveston,,
L_3262,1,B_3262,3549 Main St,TX,Dallas,32.9491,-99.5258
L_3263,3,B_3263,8838 Main St,TX,Cameron,31.3878,-96.5394
L_3264,1,B_3264,4702 Main St,TX,Harris,34.6206,-102.8144
L_3265,1,B_3265,6115 Main St,TX,Dallas,32.4517,-106.0438
L_3266,2,B_3266,6631 Main St,TX,Dallas,29.8601,-106.071
L_3267,3,B_3267,1451 Main St,TX,Harris,26.0809,-98.7503
L_3268,2,B_3268,2195 Main St,TX,Travis,25.8299,-103.1772
L_3269,3,B_3269,5999 Main St,TX,Dallas,28.4281,-102.0759
L_3270,3,B_3270,8076 Main St,TX,Harris,29.6677,-99.8418
L_3271,3,B_3271,9069 Main St,TX,Cameron,30.1355,-99.2247
L_3272,2,B_3272,307 Main St,TX,Nueces,27.3972,-103.0707
L_3273,3,B_3273,4513 Main St,TX,Galveston,29.2416,-97.9367
L_3274,1,B_3274,7714 Main St,TX,Galveston,34.5909,-96.3147
L_3275,3,B_3275,3690 Main St,TX,Galveston,26.248,-97.2428
L_3276,3,B_3276,7307 Main St,TX,Travis,32.4877,-105.9052
L_3277,2,B_3277,1755 Main St,TX,Dallas,28.0247,-101.2266
L_3278,3,B_3278,9806 Main St,TX,Dallas,34.9595,-99.2868
L_3279,3,B_3279,8681 Main St,TX,McLennan,32.4136,-96.2965
L_3280,2,B_3280,6189 Main St,TX,Galveston,,
L_3281,2,B_3281,1962 Main St,TX,Travis,32.4811,-98.2652
L_3282,3,B_3282,7923 Main St,TX,Harris,35.6937,-104.1796
L_3283,3,B_3283,6997 Main St,TX,Travis,26.4903,-103.0917
L_3284,2,B_3284,9461 Main St,TX,Dallas,26.3028,-104.9964
L_3285,1,B_3285,6418 Main St,TX,Cameron,34.7334,-104.9721
L_3286,3,B_3286,8953 Main St,TX,Cameron,31.4634,-106.5349
L_3287,2,B_3287,371 Main St,TX,Cameron,28.5677,-95.374
L_3288,3,B_3288,6426 Main St,TX,Galveston,35.9484,-100.0703
L_3289,1,B_3289,4946 Main St,TX,McLennan,35.7606,-99.8448
L_3290,3,B_3290,6154 Main St,TX,Nueces,33.9732,-99.679
L_3291,3,B_3291,5941 Main St,TX,Travis,26.4866,-103.0918
L_3292,3,B_3292,5132 Main St,TX,McLennan,27.457,-105.7415
L_3293,3,B_3293,5055 Main St,TX,Cameron,32.4241,-102.7335
L_3294,1,B_3294,2460 Main St,TX,Dallas,27.6283,-99.1144
L_3295,3,B_3295,1670 Main St,TX,Harris,33.6169,-101.2599
L_3296,1,B_3296,6123 Main St,TX,Travis,27.4969,-103.4204
L_3297,2,B_3297,8119 Main St,TX,Nueces,33.4718,-101.7758
L_3298,2,B_3298,8937 Main St,TX,Dallas,33.5599,-99.679
L_3299,3,B_3299,3744 Main St,TX,Galveston,29.1126,-96.4043
L_3300,1,B_3300,7695 Main St,TX,Travis,26.6792,-95.1579
L_3301,2,B_3301,2677 Main St,TX,McLennan,34.5958,-102.7797
L_3302,3,B_3302,7228 Main St,TX,Cameron,29.9717,-101.9537
L_3303,1,B_3303,4840 Main St,TX,Travis,33.8281,-96.6747
L_3304,2,B_3304,593 Main St,TX,Dallas,35.0691,-106.0456
L_3305,2,B_3305,5395 Main St,TX,Dallas,30.1151,-103.5991
L_3306,3,B_3306,3479 Main St,TX,Cameron,29.4373,-97.6503
L_3307,1,B_3307,2483 Main St,TX,McLennan,28.944,-94.0342
L_3308,1,B_3308,7477 Main St,TX,Nueces,26.0489,-105.4917
L_3309,1,B_3309,3347 Main St,TX,Dallas,29.8368,-101.2134
L_3310,1,B_3310,9971 Main St,TX,Travis,28.7937,-102.7931
L_3311,3,B_3311,7123 Main St,TX,Cameron,34.5175,-99.9817
L_3312,2,B_3312,8658 Main St,TX,Nueces,34.0608,-97.0268
L_3313,1,B_3313,8772 Main St,TX,McLennan,29.7416,-99.3152
L_3314,2,B_3314,6041 Main St,TX,Dallas,31.1604,-104.2622
L_3315,2,B_3315,3445 Main St,TX,Cameron,29.3476,-93.8606
L_3316,1,B_3316,4410 Main St,TX,Dallas,30.7828,-95.704
L_3317,2,B_3317,2275 Main St,TX,Travis,26.4584,-97.5838
L_3318,3,B_3318,8720 Main St,TX,Dallas,26.2017,-97.6026
L_3319,1,B_3319,9211 Main St,TX,Cameron,,
L_3320,1,B_3320,3596 Main St,TX,Travis,34.9267,-103.4715
L_3321,2,B_3321,9474 Main St,TX,Galveston,28.0356,-96.5779
L_3322,3,B_3322,722 Main St,TX,Cameron,34.6652,-103.2239
L_3323,1,B_3323,3720 Main St,TX,Nueces,33.385,-101.4292
L_3324,3,B_3324,9983 Main St,TX,Travis,28.1741,-104.7474
L_3325,2,B_3325,7584 Main St,TX,Harris,,
L_3326,1,B_3326,7779 Main St,TX,Dallas,26.812,-98.7419
L_3327,3,B_3327,8584 Main St,TX,Galveston,33.5174,-96.2854
L_3328,1,B_3328,3666 Main St,TX,Nueces,32.2891,-103.9981
L_3329,2,B_3329,3560 Main St,TX,McLennan,32.1485,-98.3356
L_3330,1,B_3330,1415 Main St,TX,Harris,28.1196,-101.2946
L_3331,3,B_3331,6199 Main St,TX,McLennan,29.2563,-103.6431
L_3332,1,B_3332,474 Main St,TX,Cameron,34.9465,-97.124
L_3333,3,B_3333,3999 Main St,TX,Harris,35.624,-98.5844
L_3334,1,B_3334,2803 Main St,TX,Galveston,33.9149,-102.3105
L_3335,3,B_3335,1649 Main St,TX,Nueces,30.7403,-100.041
L_3336,2,B_3336,9829 Main St,TX,Galveston,31.7123,-95.2814
L_3337,1,B_3337,8452 Main St,TX,Galveston,25.9142,-104.1787
L_3338,3,B_3338,6229 Main St,TX,Harris,36.4707,-106.2149
L_3339,3,B_3339,9629 Main St,TX,Travis,26.9422,-96.3999
L_3340,3,B_3340,6991 Main St,TX,Nueces,,
L_3341,3,B_3341,5759 Main St,TX,McLennan,27.1686,-98.7767
L_3342,1,B_3342,6044 Main St,TX,Travis,35.6903,-103.3985
L_3343,1,B_3343,1422 Main St,TX,Travis,29.837,-100.4132
L_3344,2,B_3344,589 Main St,TX,Dallas,33.3204,-103.1431
L_3345,3,B_3345,2193 Main St,TX,Cameron,36.2753,-105.0319
L_3346,1,B_3346,5533 Main St,TX,McLennan,33.5551,-101.1568
L_3347,1,B_3347,291 Main St,TX,Harris,,
L_3348,3,B_3348,6590 Main St,TX,Cameron,28.0866,-101.7804
L_3349,1,B_3349,7241 Main St,TX,Dallas,34.2753,-104.8456
L_3350,2,B_3350,7217 Main St,TX,Dallas,26.42,-102.5229
L_3351,2,B_3351,8685 Main St,TX,Cameron,,
L_3352,2,B_3352,6732 Main St,TX,Galveston,,
L_3353,1,B_3353,703 Main St,TX,Harris,34.059,-102.8424
L_3354,1,B_3354,6707 Main St,TX,Travis,31.5698,-103.6414
L_3355,3,B_3355,7599 Main St,TX,Nueces,30.9076,-95.6213
L_3356,1,B_3356,3756 Main St,TX,Travis,32.0762,-96.6896
L_3357,3,B_3357,4976 Main St,TX,Travis,30.1579,-104.3651
L_3358,2,B_3358,8197 Main St,TX,Galveston,35.8751,-98.654
L_3359,2,B_3359,6941 Main St,TX,Travis,31.2126,-105.6371
L_3360,2,B_3360,7817 Main St,TX,McLennan,30.6288,-102.209
L_3361,1,B_3361,1633 Main St,TX,Travis,30.2755,-105.3919
L_3362,2,B_3362,4979 Main St,TX,Travis,35.7914,-97.49
L_3363,3,B_3363,9410 Main St,TX,McLennan,34.9729,-102.7493
L_3364,2,B_3364,9553 Main St,TX,Galveston,30.1576,-96.8124
L_3365,1,B_3365,8814 Main St,TX,Dallas,34.6765,-98.3407
L_3366,3,B_3366,7121 Main St,TX,Harris,29.4112,-100.1499
L_3367,3,B_3367,4140 Main St,TX,Galveston,30.4585,-96.2414
L_3368,1,B_3368,2431 Main St,TX,Travis,26.296,-97.5127
L_3369,1,B_3369,9267 Main St,TX,Dallas,27.0467,-104.9129
L_3370,3,B_3370,9661 Main St,TX,Harris,25.9923,-106.0477
L_3371,2,B_3371,5971 Main St,TX,Harris,36.3958,-99.7846
L_3372,1,B_3372,1558 Main St,TX,Harris,29.9793,-95.0125
L_3373,2,B_3373,115 Main St,TX,McLennan,26.7457,-95.1868
L_3374,1,B_3374,3886 Main St,TX,McLennan,26.0918,-104.5827
L_3375,3,B_3375,8746 Main St,TX,Dallas,30.6752,-102.403
L_3376,3,B_3376,5587 Main St,TX,Travis,33.7732,-105.2907
L_3377,2,B_3377,3134 Main St,TX,Cameron,28.1391,-94.8428
L_3378,2,B_3378,5185 Main St,TX,Dallas,29.607,-95.8921
L_3379,2,B_3379,2502 Main St,TX,Travis,31.2471,-104.1974
L_3380,2,B_3380,7795 Main St,TX,Galveston,30.9936,-95.4986
L_3381,3,B_3381,6344 Main St,TX,Cameron,31.8067,-94.7783
L_3382,1,B_3382,2867 Main St,TX,Harris,36.3279,-95.7088
L_3383,1,B_3383,2601 Main St,TX,Harris,36.1055,-105.0826
L_3384,3,B_3384,1790 Main St,TX,McLennan,29.0529,-99.3356
L_3385,3,B_3385,5428 Main St,TX,Cameron,36.3411,-96.3788
L_3386,3,B_3386,5874 Main St,TX,Galveston,28.3405,-95.2969
L_3387,2,B_3387,9373 Main St,TX,Nueces,33.6822,-99.6752
L_3388,3,B_3388,6660 Main St,TX,Galveston,28.068,-98.1487
L_3389,1,B_3389,4065 Main St,TX,Travis,32.3752,-104.9738
L_3390,2,B_3390,7337 Main St,TX,Galveston,,
L_3391,2,B_3391,4932 Main St,TX,Cameron,33.1949,-106.3635
L_3392,2,B_3392,3473 Main St,TX,Cameron,31.2292,-93.5892
L_3393,1,B_3393,9484 Main St,TX,McLennan,32.015,-105.7506
L_3394,3,B_3394,6893 Main St,TX,Travis,28.896,-99.0795
L_3395,3,B_3395,3833 Main St,TX,Dallas,35.8041,-97.238
L_3396,2,B_3396,9874 Main St,TX,Travis,30.6483,-103.2563
L_3397,1,B_3397,9991 Main St,TX,Dallas,34.4384,-101.3226
L_3398,2,B_3398,4313 Main St,TX,Nueces,31.9288,-94.2521
L_3399,2,B_3399,5618 Main St,TX,Travis,30.3019,-98.4193
L_3400,2,B_3400,9872 Main St,TX,Harris,35.1045,-97.9963
L_3401,1,B_3401,4835 Main St,TX,Nueces,32.6667,-96.6506
L_3402,3,B_3402,218 Main St,TX,Dallas,33.7824,-97.7456
L_3403,3,B_3403,3394 Main St,TX,McLennan,33.9436,-95.41
L_3404,3,B_3404,9214 Main St,TX,Nueces,,
L_3405,3,B_3405,9322 Main St,TX,Nueces,27.3534,-96.3357
L_3406,1,B_3406,5799 Main St,TX,Nueces,32.6135,-99.1492
L_3407,1,B_3407,5349 Main St,TX,Dallas,27.3722,-99.194
L_3408,2,B_3408,4785 Main St,TX,Dallas,28.9502,-96.4829
L_3409,1,B_3409,6895 Main St,TX,Travis,35.2945,-99.1398
L_3410,2,B_3410,6035 Main St,TX,Harris,34.9681,-94.1119
L_3411,2,B_3411,7234 Main St,TX,Nueces,26.9594,-95.6067
L_3412,3,B_3412,6129 Main St,TX,Travis,34.4357,-103.6783
L_3413,1,B_3413,3350 Main St,TX,Travis,34.1517,-96.4309
L_3414,2,B_3414,1320 Main St,TX,Harris,31.8339,-94.0158
L_3415,2,B_3415,7799 Main St,TX,Travis,26.3861,-98.4489
L_3416,1,B_3416,1053 Main St,TX,Harris,,
L_3417,3,B_3417,8513 Main St,TX,McLennan,31.7696,-104.5695
L_3418,3,B_3418,8137 Main St,TX,Harris,30.6918,-101.1281
L_3419,3,B_3419,3658 Main St,TX,Galveston,32.6687,-104.3217
L_3420,1,B_3420,613 Main St,TX,Harris,31.8098,-93.5695
L_3421,3,B_3421,977 Main St,TX,Harris,32.292,-102.3323
L_3422,1,B_3422,2551 Main St,TX,Cameron,35.5141,-98.0825
L_3423,2,B_3423,1591 Main St,TX,Galveston,31.3662,-97.9899
L_3424,1,B_3424,357 Main St,TX,Harris,25.9872,-95.8741
L_3425,3,B_3425,2499 Main St,TX,Dallas,28.8463,-106.5598
L_3426,1,B_3426,7763 Main St,TX,Cameron,30.16,-97.9071
L_3427,1,B_3427,3442 Main St,TX,Travis,36.3031,-94.7805
L_3428,3,B_3428,6328 Main St,TX,Travis,31.8591,-100.9127
L_3429,1,B_3429,6261 Main St,TX,McLennan,26.1204,-96.0599
L_3430,2,B_3430,3728 Main St,TX,McLennan,34.1896,-101.2784
L_3431,2,B_3431,2848 Main St,TX,Galveston,31.6262,-104.6794
L_3432,2,B_3432,5849 Main St,TX,Dallas,32.8718,-105.3752
L_3433,3,B_3433,6498 Main St,TX,McLennan,31.6916,-99.0948
L_3434,2,B_3434,7656 Main St,TX,Travis,29.4885,-98.3424
L_3435,1,B_3435,3456 Main St,TX,McLennan,35.681,-103.7621
L_3436,3,B_3436,3145 Main St,TX,McLennan,31.8112,-96.0055
L_3437,3,B_3437,2885 Main St,TX,Harris,,
L_3438,3,B_3438,3450 Main St,TX,McLennan,34.6876,-95.042
L_3439,1,B_3439,4770 Main St,TX,Galveston,34.4374,-102.4906
L_3440,1,B_3440,8373 Main St,TX,Travis,29.4043,-94.4979
L_3441,3,B_3441,7505 Main St,TX,Galveston,,
L_3442,1,B_3442,4489 Main St,TX,Cameron,34.1162,-101.3774
L_3443,1,B_3443,9345 Main St,TX,Galveston,,
L_3444,2,B_3444,3603 Main St,TX,Nueces,34.0726,-95.4681
L_3445,2,B_3445,9904 Main St,TX,Dallas,28.7093,-94.8232
L_3446,3,B_3446,1170 Main St,TX,Cameron,34.7081,-104.4484
L_3447,2,B_3447,7080 Main St,TX,Cameron,25.8105,-97.8529
L_3448,2,B_3448,6513 Main St,TX,Nueces,32.2242,-94.7139
L_3449,3,B_3449,183 Main St,TX,Nueces,36.4833,-105.0701
L_3450,3,B_3450,1673 Main St,TX,Harris,29.9429,-103.953
L_3451,2,B_3451,9606 Main St,TX,Galveston,,
L_3452,3,B_3452,2129 Main St,TX,Dallas,27.8687,-98.5842
L_3453,1,B_3453,646 Main St,TX,Travis,34.6121,-95.8144
L_3454,1,B_3454,9982 Main St,TX,Travis,26.0727,-94.216
L_3455,3,B_3455,270 Main St,TX,Dallas,29.8145,-105.8666
L_3456,2,B_3456,5053 Main St,TX,Cameron,26.6571,-98.3488
L_3457,1,B_3457,9090 Main St,TX,Galveston,,
L_3458,1,B_3458,8609 Main St,TX,Galveston,26.3813,-101.2579
L_3459,3,B_3459,7158 Main St,TX,Harris,32.536,-104.0337
L_3460,2,B_3460,6593 Main St,TX,Harris,30.5435,-101.2141
L_3461,1,B_3461,475 Main St,TX,Nueces,,
L_3462,3,B_3462,7347 Main St,TX,Travis,33.6107,-103.7113
L_3463,2,B_3463,3505 Main St,TX,Harris,25.98,-100.112
L_3464,1,B_3464,2627 Main St,TX,Dallas,30.5368,-102.9123
L_3465,1,B_3465,6872 Main St,TX,Travis,27.5367,-97.2425
L_3466,3,B_3466,5171 Main St,TX,Cameron,27.2951,-101.3178
L_3467,3,B_3467,5084 Main St,TX,Cameron,32.9839,-98.7883
L_3468,1,B_3468,7428 Main St,TX,Galveston,31.7435,-105.3939
L_3469,3,B_3469,9236 Main St,TX,Travis,35.1352,-97.1027
L_3470,3,B_3470,9455 Main St,TX,McLennan,34.6383,-94.5109
L_3471,1,B_3471,3339 Main St,TX,Travis,35.6771,-93.736
L_3472,3,B_3472,7784 Main St,TX,Harris,35.7776,-105.725
L_3473,1,B_3473,8522 Main St,TX,Dallas,34.1218,-106.3022
L_3474,2,B_3474,5955 Main St,TX,Galveston,33.0186,-103.1573
L_3475,1,B_3475,6048 Main St,TX,Galveston,27.9233,-100.6543
L_3476,2,B_3476,4677 Main St,TX,Harris,,
L_3477,3,B_3477,1596 Main St,TX,Harris,,
L_3478,3,B_3478,8035 Main St,TX,Harris,29.6293,-94.409
L_3479,1,B_3479,7157 Main St,TX,McLennan,27.968,-94.6028
L_3480,2,B_3480,1054 Main St,TX,Dallas,30.094,-100.4798
L_3481,1,B_3481,480 Main St,TX,McLennan,35.7207,-100.5183
L_3482,2,B_3482,9921 Main St,TX,Harris,36.4584,-94.7099
L_3483,2,B_3483,3341 Main St,TX,Dallas,33.0549,-105.5704
L_3484,3,B_3484,8220 Main St,TX,Cameron,29.8642,-103.7328
L_3485,1,B_3485,1684 Main St,TX,Cameron,34.6293,-93.768
L_3486,3,B_3486,6896 Main St,TX,Harris,30.8047,-99.4459
L_3487,3,B_3487,4894 Main St,TX,Dallas,36.2478,-101.6746
L_3488,1,B_3488,6092 Main St,TX,Galveston,30.5881,-94.9227
L_3489,2,B_3489,9262 Main St,TX,McLennan,31.6335,-102.577
L_3490,2,B_3490,1860 Main St,TX,Nueces,33.5681,-104.3901
L_3491,1,B_3491,337 Main St,TX,Harris,26.3113,-95.28
L_3492,1,B_3492,4778 Main St,TX,Harris,26.2601,-95.8913
L_3493,2,B_3493,5835 Main St,TX,Travis,30.4134,-102.8696
L_3494,3,B_3494,8141 Main St,TX,Nueces,,
L_3495,3,B_3495,4145 Main St,TX,Galveston,33.0979,-95.7008
L_3496,3,B_3496,4554 Main St,TX,Harris,31.5157,-94.4473
