ID,PolicyNumber,Status,CancellationReasonCode,CancellationDate,IsMostRecentModel,TotalPremium,CreateTime
B_3291,TXFB-103291,Bound,,,1,1866.81,2026-04-09
B_3292,TXFB-103292,Draft,,,1,1590.0,2026-04-14
B_3293,TXFB-103293,Bound,,,0,2388.7,2026-04-11
B_3294,TXFB-103294,Bound,,,1,2521.51,2026-04-03
B_3295,TXFB-103295,Withdrawn,,,1,1132.06,2026-04-04
B_3296,TXFB-103296,Bound,,,1,3010.82,2026-04-14
B_3297,TXFB-103297,Bound,,,1,1369.81,2026-04-14
B_3298,TXFB-103298,Bound,,,1,1060.05,2026-04-12
B_3299,TXFB-103299,Bound,,,0,1719.2,2026-04-12
B_3300,TXFB-103300,Canceled,INT_08,2026-04-17,1,2691.68,2026-04-07
B_3301,TXFB-103301,Bound,,,1,3396.37,2026-04-11
B_3302,TXFB-103302,Withdrawn,,,1,2927.84,2026-04-12
B_3303,TXFB-103303,Bound,,,1,3321.05,2026-04-01
B_3304,TXFB-103304,Bound,,,1,921.82,2026-04-10
B_3305,TXFB-103305,Bound,,,0,713.53,2026-04-06
B_3306,TXFB-103306,Bound,,,1,2173.11,2026-04-12
B_3307,TXFB-103307,Bound,,,1,1370.89,2026-04-15
B_3308,TXFB-103308,Bound,,,1,2984.16,2026-04-05
B_3309,TXFB-103309,Bound,,,1,2515.96,2026-04-15
B_3310,TXFB-103310,Bound,,,1,3412.18,2026-04-02
B_3311,TXFB-103311,Canceled,INT_04,2026-04-19,1,1264.38,2026-04-08
B_3312,TXFB-103312,Bound,,,1,1957.35,2026-04-07
B_3313,TXFB-103313,Canceled,INT_08,2026-05-08,0,2003.72,2026-04-12
B_3314,TXFB-103314,Bound,,,1,1217.53,2026-04-05
B_3315,TXFB-103315,Bound,,,1,2270.28,2026-04-03
B_3316,TXFB-103316,Bound,,,1,1829.86,2026-04-04
B_3317,TXFB-103317,Bound,,,1,1840.16,2026-04-02
B_3318,TXFB-103318,Bound,,,1,1588.21,2026-04-08
B_3319,TXFB-103319,Canceled,INT_99,2026-04-07,1,550.79,2026-04-05
B_3320,TXFB-103320,Canceled,INT_06,2026-05-04,1,2066.29,2026-04-10
B_3321,TXFB-103321,Bound,,,1,1505.74,2026-04-01
B_3322,TXFB-103322,Bound,,,1,503.96,2026-04-11
B_3323,TXFB-103323,Canceled,INT_05,2026-04-07,1,1423.83,2026-04-04
B_3324,TXFB-103324,Bound,,,1,1335.88,2026-04-10
B_3325,TXFB-103325,Canceled,,2026-05-03,0,1680.34,2026-04-15
B_3326,TXFB-103326,Canceled,INT_07,2026-05-06,1,895.56,2026-04-16
B_3327,TXFB-103327,Canceled,INT_01,2026-04-14,1,2023.05,2026-04-01
B_3328,TXFB-103328,Bound,,,1,2577.32,2026-04-11
B_3329,TXFB-103329,Bound,,,1,2390.56,2026-04-07
B_3330,TXFB-103330,Bound,,,1,2911.26,2026-04-07
B_3331,TXFB-103331,Bound,,,1,1856.02,2026-04-07
B_3332,TXFB-103332,Canceled,INT_08,2026-04-12,1,2057.28,2026-04-09
B_3333,TXFB-103333,Bound,,,1,2931.21,2026-04-16
B_3334,TXFB-103334,Bound,,,1,1783.1,2026-04-05
B_3335,TXFB-103335,Draft,,,1,2604.8,2026-04-01
B_3336,TXFB-103336,Canceled,INT_05,2026-04-26,1,1803.81,2026-04-13
B_3337,TXFB-103337,Draft,,,1,1753.21,2026-04-02
B_3338,TXFB-103338,Canceled,INT_04,2026-04-18,1,2780.62,2026-04-09
B_3339,TXFB-103339,Bound,,,1,1024.51,2026-04-06
B_3340,TXFB-103340,Bound,,,1,1515.76,2026-04-02
B_3341,TXFB-103341,Draft,,,1,1172.52,2026-04-10
B_3342,TXFB-103342,Bound,,,1,1577.33,2026-04-07
B_3343,TXFB-103343,Bound,,,1,1191.12,2026-04-09
B_3344,TXFB-103344,Bound,,,1,2238.22,2026-04-02
B_3345,TXFB-103345,Bound,,,1,2894.51,2026-04-15
B_3346,TXFB-103346,Canceled,INT_06,2026-04-07,1,2859.84,2026-04-01
B_3347,TXFB-103347,Bound,,,1,1593.5,2026-04-03
B_3348,TXFB-103348,Bound,,,0,3466.28,2026-04-13
B_3349,TXFB-103349,Bound,,,1,2281.56,2026-04-09
B_3350,TXFB-103350,Bound,,,1,1698.2,2026-04-12
B_3351,TXFB-103351,Bound,,,1,3006.62,2026-04-04
B_3352,TXFB-103352,Bound,,,0,2689.62,2026-04-01
B_3353,TXFB-103353,Draft,,,1,2747.83,2026-04-10
B_3354,TXFB-103354,Bound,,,1,1088.42,2026-04-13
B_3355,TXFB-103355,Bound,,,1,1904.97,2026-04-08
B_3356,TXFB-103356,Bound,,,1,3085.48,2026-04-13
B_3357,TXFB-103357,Bound,,,1,2012.11,2026-04-04
B_3358,TXFB-103358,Bound,,,1,2550.36,2026-04-11
B_3359,TXFB-103359,Canceled,INT_04,2026-04-24,0,2263.8,2026-04-16
B_3360,TXFB-103360,Bound,,,1,3027.07,2026-04-03
B_3361,TXFB-103361,Canceled,INT_03,2026-05-01,1,1353.68,2026-04-06
B_3362,TXFB-103362,Bound,,,1,2226.43,2026-04-07
B_3363,TXFB-103363,Bound,,,1,869.7,2026-04-15
B_3364,TXFB-103364,Bound,,,1,2570.63,2026-04-01
B_3365,TXFB-103365,Draft,,,1,2695.9,2026-04-02
B_3366,TXFB-103366,Bound,,,1,628.51,2026-04-08
B_3367,TXFB-103367,Bound,,,1,2527.37,2026-04-10
B_3368,TXFB-103368,Bound,,,1,1744.07,2026-04-11
B_3369,TXFB-103369,Bound,,,1,872.29,2026-04-16
B_3370,TXFB-103370,Bound,,,1,1759.72,2026-04-13
B_3371,TXFB-103371,Bound,,,1,1082.7,2026-04-06
B_3372,TXFB-103372,Bound,,,1,1746.68,2026-04-01
B_3373,TXFB-103373,Bound,,,1,1653.02,2026-04-12
B_3374,TXFB-103374,Bound,,,1,2715.17,2026-04-12
B_3375,TXFB-103375,Canceled,INT_01,2026-05-10,1,2822.65,2026-04-12
B_3376,TXFB-103376,Canceled,INT_08,2026-04-23,1,2321.09,2026-04-10
B_3377,TXFB-103377,Canceled,,2026-04-11,1,568.06,2026-04-08
B_3378,TXFB-103378,Bound,,,1,3293.07,2026-04-09
B_3379,TXFB-103379,Bound,,,1,2558.7,2026-04-02
B_3380,TXFB-103380,Bound,,,1,602.59,2026-04-09
B_3381,TXFB-103381,Bound,,,1,2956.5,2026-04-13
B_3382,TXFB-103382,Bound,,,1,1100.8,2026-04-01
B_3383,TXFB-103383,Bound,,,1,2237.66,2026-04-09
B_3384,TXFB-103384,Bound,,,1,1899.9,2026-04-08
B_3385,TXFB-103385,Bound,,,1,1759.52,2026-04-05
B_3386,TXFB-103386,Draft,,,1,3169.14,2026-04-11
B_3387,TXFB-103387,Bound,,,1,1812.08,2026-04-13
B_3388,TXFB-103388,Bound,,,1,726.03,2026-04-05
B_3389,TXFB-103389,Bound,,,1,3339.92,2026-04-03
B_3390,TXFB-103390,Bound,,,0,3261.61,2026-04-13
B_3391,TXFB-103391,Bound,,,1,2553.3,2026-04-08
B_3392,TXFB-103392,Draft,,,0,1903.68,2026-04-14
B_3393,TXFB-103393,Draft,,,1,778.58,2026-04-08
B_3394,TXFB-103394,Bound,,,1,2872.24,2026-04-05
B_3395,TXFB-103395,Draft,,,1,726.43,2026-04-14
B_3396,TXFB-103396,Withdrawn,,,1,705.8,2026-04-10
B_3397,TXFB-103397,Canceled,INT_03,2026-04-12,1,2112.15,2026-04-11
B_3398,TXFB-103398,Canceled,,2026-05-13,1,980.38,2026-04-15
B_3399,TXFB-103399,Bound,,,1,523.19,2026-04-05
B_3400,TXFB-103400,Bound,,,1,1769.34,2026-04-07
B_3401,TXFB-103401,Bound,,,1,911.65,2026-04-05
B_3402,TXFB-103402,Bound,,,1,981.55,2026-04-07
B_3403,TXFB-103403,Withdrawn,,,1,730.73,2026-04-05
B_3404,TXFB-103404,Bound,,,1,1115.28,2026-04-10
B_3405,TXFB-103405,Canceled,INT_07,2026-04-12,1,2646.45,2026-04-05
B_3406,TXFB-103406,Canceled,INT_99,2026-04-20,1,2926.78,2026-04-14
B_3407,TXFB-103407,Draft,,,0,1857.6,2026-04-05
B_3408,TXFB-103408,Withdrawn,,,1,2019.66,2026-04-06
B_3409,TXFB-103409,Bound,,,1,597.97,2026-04-11
B_3410,TXFB-103410,Bound,,,1,707.95,2026-04-03
B_3411,TXFB-103411,Bound,,,1,1272.7,2026-04-04
B_3412,TXFB-103412,Bound,,,1,2131.7,2026-04-06
B_3413,TXFB-103413,Bound,,,1,2718.65,2026-04-11
B_3414,TXFB-103414,Bound,,,1,2315.01,2026-04-05
B_3415,TXFB-103415,Canceled,INT_99,2026-04-14,1,1676.38,2026-04-01
B_3416,TXFB-103416,Bound,,,0,854.97,2026-04-11
B_3417,TXFB-103417,Bound,,,1,2842.32,2026-04-14
B_3418,TXFB-103418,Bound,,,1,1591.36,2026-04-14
B_3419,TXFB-103419,Bound,,,1,2708.16,2026-04-10
B_3420,TXFB-103420,Bound,,,1,2038.94,2026-04-15
B_3421,TXFB-103421,Canceled,INT_06,2026-05-04,1,2715.99,2026-04-09
B_3422,TXFB-103422,Bound,,,1,3221.87,2026-04-05
B_3423,TXFB-103423,Canceled,INT_05,2026-04-20,1,3263.09,2026-04-07
B_3424,TXFB-103424,Bound,,,0,2105.32,2026-04-04
B_3425,TXFB-103425,Canceled,INT_05,2026-04-15,1,2034.53,2026-04-05
B_3426,TXFB-103426,Bound,,,1,1297.04,2026-04-06
B_3427,TXFB-103427,Bound,,,1,3307.4,2026-04-01
B_3428,TXFB-103428,Bound,,,1,1873.76,2026-04-09
B_3429,TXFB-103429,Draft,,,1,882.77,2026-04-08
B_3430,TXFB-103430,Bound,,,1,1798.11,2026-04-08
B_3431,TXFB-103431,Bound,,,1,881.16,2026-04-08
B_3432,TXFB-103432,Withdrawn,,,1,2007.6,2026-04-01
B_3433,TXFB-103433,Canceled,INT_08,2026-05-03,0,2183.83,2026-04-12
B_3434,TXFB-103434,Bound,,,1,1513.27,2026-04-03
B_3435,TXFB-103435,Canceled,INT_05,2026-05-11,1,714.95,2026-04-16
B_3436,TXFB-103436,Bound,,,1,3330.51,2026-04-05
B_3437,TXFB-103437,Bound,,,1,2820.06,2026-04-16
B_3438,TXFB-103438,Bound,,,0,3016.64,2026-04-12
B_3439,TXFB-103439,Draft,,,1,1600.61,2026-04-06
B_3440,TXFB-103440,Draft,,,1,2782.49,2026-04-13
B_3441,TXFB-103441,Bound,,,1,1956.12,2026-04-16
B_3442,TXFB-103442,Bound,,,1,1103.25,2026-04-16
B_3443,TXFB-103443,Bound,,,1,873.27,2026-04-05
B_3444,TXFB-103444,Withdrawn,,,1,1535.15,2026-04-06
B_3445,TXFB-103445,Withdrawn,,,1,912.66,2026-04-07
B_3446,TXFB-103446,Bound,,,1,3494.81,2026-04-08
B_3447,TXFB-103447,Canceled,INT_06,2026-04-23,1,647.57,2026-04-02
B_3448,TXFB-103448,Canceled,INT_08,2026-04-19,1,1823.43,2026-04-14
B_3449,TXFB-103449,Bound,,,1,1856.28,2026-04-01
B_3450,TXFB-103450,Bound,,,1,1401.9,2026-04-09
B_3451,TXFB-103451,Bound,,,1,2214.05,2026-04-14
B_3452,TXFB-103452,Bound,,,1,949.93,2026-04-08
B_3453,TXFB-103453,Bound,,,1,2851.74,2026-04-07
B_3454,TXFB-103454,Bound,,,1,1497.34,2026-04-07
B_3455,TXFB-103455,Draft,,,1,2274.03,2026-04-03
B_3456,TXFB-103456,Bound,,,1,2646.92,2026-04-06
B_3457,TXFB-103457,Bound,,,1,3167.13,2026-04-15
B_3458,TXFB-103458,Bound,,,1,3007.36,2026-04-16
B_3459,TXFB-103459,Bound,,,1,2324.93,2026-04-11
B_3460,TXFB-103460,Bound,,,1,1665.18,2026-04-15
B_3461,TXFB-103461,Bound,,,1,2009.61,2026-04-08
B_3462,TXFB-103462,Bound,,,1,2806.2,2026-04-14
B_3463,TXFB-103463,Bound,,,1,3132.64,2026-04-13
B_3464,TXFB-103464,Bound,,,1,811.35,2026-04-02
B_3465,TXFB-103465,Bound,,,1,1654.57,2026-04-13
B_3466,TXFB-103466,Canceled,INT_03,2026-04-15,1,2828.35,2026-04-11
B_3467,TXFB-103467,Bound,,,1,1794.96,2026-04-13
B_3468,TXFB-103468,Bound,,,1,1496.68,2026-04-02
B_3469,TXFB-103469,Canceled,INT_04,2026-04-14,1,1733.97,2026-04-04
B_3470,TXFB-103470,Bound,,,0,2308.53,2026-04-15
B_3471,TXFB-103471,Bound,,,1,3499.42,2026-04-15
B_3472,TXFB-103472,Canceled,INT_07,2026-04-18,1,1978.98,2026-04-02
B_3473,TXFB-103473,Bound,,,1,1125.48,2026-04-08
B_3474,TXFB-103474,Bound,,,1,988.54,2026-04-13
B_3475,TXFB-103475,Canceled,INT_06,2026-04-28,1,627.05,2026-04-02
B_3476,TXFB-103476,Canceled,,2026-04-27,1,2176.45,2026-04-13
B_3477,TXFB-103477,Withdrawn,,,0,2133.72,2026-04-02
B_3478,TXFB-103478,Bound,,,1,1115.7,2026-04-07
B_3479,TXFB-103479,Bound,,,1,2585.99,2026-04-10
B_3480,TXFB-103480,Bound,,,1,2723.32,2026-04-15
B_3481,TXFB-103481,Bound,,,0,1277.29,2026-04-13
B_3482,TXFB-103482,Bound,,,1,1532.3,2026-04-10
B_3483,TXFB-103483,Bound,,,1,3471.42,2026-04-10
B_3484,TXFB-103484,Draft,,,1,1622.79,2026-04-15
B_3485,TXFB-103485,Bound,,,1,2782.41,2026-04-06
B_3486,TXFB-103486,Bound,,,1,1858.18,2026-04-14
B_3487,TXFB-103487,Bound,,,0,2880.03,2026-04-10
B_3488,TXFB-103488,Bound,,,1,2807.07,2026-04-02
B_3489,TXFB-103489,Bound,,,1,2503.27,2026-04-05
B_3490,TXFB-103490,Bound,,,1,3064.34,2026-04-15
B_3491,TXFB-103491,Bound,,,1,3317.66,2026-04-15
B_3492,TXFB-103492,Bound,,,1,2239.95,2026-04-03
B_3493,TXFB-103493,Draft,,,1,1212.41,2026-04-04
B_3494,TXFB-103494,Draft,,,1,1695.89,2026-04-06
B_3495,TXFB-103495,Bound,,,1,2774.92,2026-04-05
B_3496,TXFB-103496,Bound,,,1,2452.65,2026-04-13
B_3497,TXFB-103497,Draft,,,1,1033.4,2026-04-14
B_3498,TXFB-103498,Draft,,,1,653.72,2026-04-11
B_3499,TXFB-103499,Bound,,,1,2548.88,2026-04-15
B_3500,TXFB-103500,Canceled,INT_05,2026-04-25,1,1253.24,2026-04-01
B_3501,TXFB-103501,Bound,,,1,1999.01,2026-04-06
B_3502,TXFB-103502,Canceled,INT_08,2026-05-11,1,2740.24,2026-04-15
B_3503,TXFB-103503,Withdrawn,,,1,2188.0,2026-04-07
B_3504,TXFB-103504,Bound,,,1,749.91,2026-04-15
B_3505,TXFB-103505,Draft,,,1,1056.74,2026-04-03
B_3506,TXFB-103506,Bound,,,1,1157.98,2026-04-09
B_3507,TXFB-103507,Withdrawn,,,0,1273.59,2026-04-11
B_3508,TXFB-103508,Bound,,,1,2196.21,2026-04-06
B_3509,TXFB-103509,Canceled,INT_05,2026-05-04,1,2011.9,2026-04-04
B_3510,TXFB-103510,Bound,,,1,1109.48,2026-04-03
B_3511,TXFB-103511,Bound,,,1,702.66,2026-04-04
B_3512,TXFB-103512,Bound,,,1,1014.3,2026-04-15
B_3513,TXFB-103513,Withdrawn,,,1,3453.14,2026-04-12
B_3514,TXFB-103514,Canceled,INT_06,2026-04-13,1,1905.64,2026-04-03
B_3515,TXFB-103515,Draft,,,1,3102.04,2026-04-13
B_3516,TXFB-103516,Draft,,,1,3046.26,2026-04-06
B_3517,TXFB-103517,Bound,,,1,2034.56,2026-04-13
B_3518,TXFB-103518,Bound,,,1,2620.06,2026-04-13
B_3519,TXFB-103519,Bound,,,1,1078.26,2026-04-02
B_3520,TXFB-103520,Bound,,,1,2565.19,2026-04-06
B_3521,TXFB-103521,Bound,,,1,1317.15,2026-04-11
B_3522,TXFB-103522,Bound,,,1,2996.19,2026-04-05
B_3523,TXFB-103523,Bound,,,1,751.17,2026-04-06
B_3524,TXFB-103524,Bound,,,1,2819.42,2026-04-05
B_3525,TXFB-103525,Bound,,,1,799.81,2026-04-06
B_3526,TXFB-103526,Bound,,,0,3143.57,2026-04-02
B_3527,TXFB-103527,Withdrawn,,,1,1412.61,2026-04-14
B_3528,TXFB-103528,Canceled,INT_99,2026-05-09,1,2463.18,2026-04-10
B_3529,TXFB-103529,Withdrawn,,,1,1962.51,2026-04-10
B_3530,TXFB-103530,Bound,,,1,1598.91,2026-04-15
B_3531,TXFB-103531,Bound,,,1,2436.33,2026-04-10
B_3532,TXFB-103532,Canceled,INT_01,2026-04-28,0,3342.57,2026-04-06
B_3533,TXFB-103533,Bound,,,1,623.81,2026-04-04
B_3534,TXFB-103534,Bound,,,1,3256.56,2026-04-05
B_3535,TXFB-103535,Bound,,,1,2327.24,2026-04-07
B_3536,TXFB-103536,Bound,,,1,2921.94,2026-04-01
B_3537,TXFB-103537,Bound,,,1,1651.62,2026-04-09
B_3538,TXFB-103538,Bound,,,1,1915.53,2026-04-01
B_3539,TXFB-103539,Bound,,,1,3106.55,2026-04-15
B_3540,TXFB-103540,Bound,,,1,1744.54,2026-04-16
B_3541,TXFB-103541,Bound,,,1,2103.98,2026-04-16
B_3542,TXFB-103542,Canceled,INT_06,2026-04-21,1,560.58,2026-04-01
B_3543,TXFB-103543,Bound,,,1,975.79,2026-04-16
B_3544,TXFB-103544,Bound,,,1,2425.06,2026-04-08
B_3545,TXFB-103545,Draft,,,1,2650.93,2026-04-07
B_3546,TXFB-103546,Bound,,,1,2247.8,2026-04-16
B_3547,TXFB-103547,Bound,,,1,929.93,2026-04-15
B_3548,TXFB-103548,Bound,,,1,1836.22,2026-04-14
B_3549,TXFB-103549,Bound,,,1,1565.28,2026-04-15
B_3550,TXFB-103550,Bound,,,0,1986.98,2026-04-03
B_3551,TXFB-103551,Canceled,INT_04,2026-04-06,1,3110.99,2026-04-01
B_3552,TXFB-103552,Bound,,,0,2827.58,2026-04-08
B_3553,TXFB-103553,Bound,,,1,751.97,2026-04-09
B_3554,TXFB-103554,Bound,,,1,3170.93,2026-04-07
B_3555,TXFB-103555,Bound,,,1,1915.3,2026-04-02
B_3556,TXFB-103556,Bound,,,1,2731.59,2026-04-06
B_3557,TXFB-103557,Bound,,,0,920.12,2026-04-05
B_3558,TXFB-103558,Bound,,,1,2512.16,2026-04-02
B_3559,TXFB-103559,Bound,,,1,1208.98,2026-04-12
B_3560,TXFB-103560,Bound,,,1,1815.14,2026-04-02
B_3561,TXFB-103561,Bound,,,1,550.59,2026-04-05
B_3562,TXFB-103562,Canceled,INT_08,2026-04-14,1,954.83,2026-04-02
B_3563,TXFB-103563,Bound,,,1,776.24,2026-04-10
B_3564,TXFB-103564,Bound,,,1,1219.23,2026-04-11
B_3565,TXFB-103565,Bound,,,1,800.05,2026-04-03
B_3566,TXFB-103566,Canceled,INT_05,2026-04-24,1,2575.73,2026-04-02
B_3567,TXFB-103567,Bound,,,1,587.12,2026-04-04
B_3568,TXFB-103568,Bound,,,1,2353.22,2026-04-14
B_3569,TXFB-103569,Canceled,INT_02,2026-04-10,1,922.12,2026-04-06
B_3570,TXFB-103570,Draft,,,1,3335.48,2026-04-06
B_3571,TXFB-103571,Bound,,,1,3299.28,2026-04-10
B_3572,TXFB-103572,Bound,,,1,1176.51,2026-04-06
B_3573,TXFB-103573,Canceled,INT_99,2026-05-12,1,2343.26,2026-04-15
B_3574,TXFB-103574,Withdrawn,,,1,584.02,2026-04-12
B_3575,TXFB-103575,Draft,,,1,3295.37,2026-04-02
B_3576,TXFB-103576,Bound,,,0,2068.96,2026-04-03
B_3577,TXFB-103577,Bound,,,1,629.67,2026-04-10
B_3578,TXFB-103578,Bound,,,1,1527.5,2026-04-11
B_3579,TXFB-103579,Canceled,INT_05,2026-04-24,1,730.55,2026-04-12
B_3580,TXFB-103580,Bound,,,0,1678.83,2026-04-13
B_3581,TXFB-103581,Bound,,,1,2509.78,2026-04-03
B_3582,TXFB-103582,Canceled,INT_02,2026-05-01,1,1909.67,2026-04-14
B_3583,TXFB-103583,Bound,,,1,1651.17,2026-04-03
B_3584,TXFB-103584,Draft,,,1,857.47,2026-04-10
B_3585,TXFB-103585,Bound,,,1,1234.82,2026-04-16
B_3586,TXFB-103586,Bound,,,1,800.43,2026-04-05
B_3587,TXFB-103587,Bound,,,1,2922.5,2026-04-04
B_3588,TXFB-103588,Canceled,,2026-04-16,1,905.72,2026-04-09
B_3589,TXFB-103589,Bound,,,1,2286.12,2026-04-11
B_3590,TXFB-103590,Bound,,,1,1528.22,2026-04-14
B_3591,TXFB-103591,Withdrawn,,,1,1177.94,2026-04-07
B_3592,TXFB-103592,Bound,,,0,2418.41,2026-04-07
B_3593,TXFB-103593,Bound,,,1,1871.01,2026-04-02
B_3594,TXFB-103594,Bound,,,1,1700.44,2026-04-04
B_3595,TXFB-103595,Bound,,,1,2278.56,2026-04-03
B_3596,TXFB-103596,Bound,,,1,1973.8,2026-04-16
B_3597,TXFB-103597,Bound,,,1,1410.45,2026-04-10
B_3598,TXFB-103598,Bound,,,1,2177.18,2026-04-14
B_3599,TXFB-103599,Bound,,,1,2508.5,2026-04-11
B_3600,TXFB-103600,Bound,,,1,580.08,2026-04-09
B_3601,TXFB-103601,Bound,,,1,1897.62,2026-04-12
B_3602,TXFB-103602,Bound,,,1,673.05,2026-04-05
B_3603,TXFB-103603,Bound,,,1,1059.22,2026-04-16
B_3604,TXFB-103604,Bound,,,1,2181.53,2026-04-16
B_3605,TXFB-103605,Bound,,,1,3098.57,2026-04-16
B_3606,TXFB-103606,Bound,,,1,3148.42,2026-04-06
B_3607,TXFB-103607,Canceled,INT_03,2026-04-24,1,709.83,2026-04-08
B_3608,TXFB-103608,Bound,,,1,1757.32,2026-04-10
B_3609,TXFB-103609,Draft,,,1,2249.02,2026-04-07
B_3610,TXFB-103610,Withdrawn,,,1,941.21,2026-04-01
B_3611,TXFB-103611,Bound,,,1,2796.3,2026-04-04
B_3612,TXFB-103612,Bound,,,1,2732.71,2026-04-01
B_3613,TXFB-103613,Bound,,,1,3210.02,2026-04-15
B_3614,TXFB-103614,Canceled,INT_06,2026-04-19,1,525.46,2026-04-04
B_3615,TXFB-103615,Bound,,,1,1150.05,2026-04-07
B_3616,TXFB-103616,Bound,,,1,2981.56,2026-04-14
B_3617,TXFB-103617,Bound,,,1,2511.74,2026-04-14
B_3618,TXFB-103618,Canceled,INT_07,2026-05-01,0,3183.17,2026-04-02
B_3619,TXFB-103619,Canceled,INT_03,2026-04-24,0,671.54,2026-04-11
B_3620,TXFB-103620,Bound,,,1,2290.89,2026-04-12
B_3621,TXFB-103621,Bound,,,1,2207.14,2026-04-07
B_3622,TXFB-103622,Bound,,,1,607.02,2026-04-01
B_3623,TXFB-103623,Bound,,,1,2040.57,2026-04-07
B_3624,TXFB-103624,Draft,,,1,2328.56,2026-04-10
B_3625,TXFB-103625,Bound,,,0,1073.88,2026-04-09
B_3626,TXFB-103626,Bound,,,1,1319.99,2026-04-03
B_3627,TXFB-103627,Bound,,,1,2421.04,2026-04-10
B_3628,TXFB-103628,Draft,,,1,1904.9,2026-04-10
B_3629,TXFB-103629,Canceled,INT_02,2026-04-27,1,3074.04,2026-04-11
B_3630,TXFB-103630,Bound,,,1,1527.15,2026-04-01
B_3631,TXFB-103631,Canceled,INT_07,2026-04-13,1,1299.98,2026-04-04
B_3632,TXFB-103632,Bound,,,1,3454.6,2026-04-11
B_3633,TXFB-103633,Bound,,,0,3233.41,2026-04-11
B_3634,TXFB-103634,Bound,,,1,586.98,2026-04-13
B_3635,TXFB-103635,Bound,,,1,2812.19,2026-04-01
B_3636,TXFB-103636,Bound,,,1,831.0,2026-04-06
B_3637,TXFB-103637,Draft,,,1,582.46,2026-04-07
B_3638,TXFB-103638,Bound,,,1,1321.09,2026-04-11
B_3639,TXFB-103639,Bound,,,1,1308.04,2026-04-11
B_3640,TXFB-103640,Bound,,,1,2957.96,2026-04-16
B_3641,TXFB-103641,Bound,,,1,2632.0,2026-04-16
B_3642,TXFB-103642,Draft,,,1,3444.83,2026-04-02
B_3643,TXFB-103643,Bound,,,1,2634.54,2026-04-05
B_3644,TXFB-103644,Bound,,,1,1754.77,2026-04-16
B_3645,TXFB-103645,Canceled,INT_05,2026-04-24,1,2596.78,2026-04-05
B_3646,TXFB-103646,Bound,,,1,3498.38,2026-04-15
B_3647,TXFB-103647,Bound,,,1,2630.43,2026-04-11
B_3648,TXFB-103648,Bound,,,0,2785.04,2026-04-15
B_3649,TXFB-103649,Bound,,,1,3315.1,2026-04-14
B_3650,TXFB-103650,Withdrawn,,,1,840.95,2026-04-02
B_3651,TXFB-103651,Canceled,,2026-04-30,1,2614.35,2026-04-10
B_3652,TXFB-103652,Bound,,,1,3052.42,2026-04-11
B_3653,TXFB-103653,Canceled,INT_08,2026-04-15,1,3363.14,2026-04-01
B_3654,TXFB-103654,Bound,,,1,1132.91,2026-04-07
B_3655,TXFB-103655,Bound,,,1,2011.79,2026-04-11
B_3656,TXFB-103656,Bound,,,1,2541.66,2026-04-12
B_3657,TXFB-103657,Bound,,,1,1242.4,2026-04-03
B_3658,TXFB-103658,Bound,,,1,2301.42,2026-04-05
B_3659,TXFB-103659,Bound,,,1,1272.74,2026-04-09
B_3660,TXFB-103660,Draft,,,1,1500.37,2026-04-01
B_3661,TXFB-103661,Bound,,,1,1824.56,2026-04-11
B_3662,TXFB-103662,Bound,,,1,2087.57,2026-04-13
B_3663,TXFB-103663,Bound,,,0,1848.1,2026-04-06
B_3664,TXFB-103664,Bound,,,1,1979.59,2026-04-13
B_3665,TXFB-103665,Bound,,,1,1395.77,2026-04-06
B_3666,TXFB-103666,Bound,,,1,976.9,2026-04-04
B_3667,TXFB-103667,Canceled,INT_04,2026-04-13,1,642.05,2026-04-10
B_3668,TXFB-103668,Bound,,,1,1087.94,2026-04-11
B_3669,TXFB-103669,Bound,,,1,2245.83,2026-04-02
B_3670,TXFB-103670,Bound,,,1,2858.35,2026-04-09
B_3671,TXFB-103671,Bound,,,1,1007.74,2026-04-14
B_3672,TXFB-103672,Bound,,,1,825.67,2026-04-03
B_3673,TXFB-103673,Canceled,INT_02,2026-05-11,1,2747.87,2026-04-16
B_3674,TXFB-103674,Bound,,,1,1415.47,2026-04-08
B_3675,TXFB-103675,Bound,,,0,3354.5,2026-04-12
B_3676,TXFB-103676,Bound,,,1,2642.95,2026-04-15
B_3677,TXFB-103677,Bound,,,1,1480.27,2026-04-10
B_3678,TXFB-103678,Bound,,,1,1368.63,2026-04-07
B_3679,TXFB-103679,Canceled,INT_06,2026-04-24,1,2071.1,2026-04-10
B_3680,TXFB-103680,Bound,,,1,737.43,2026-04-06
B_3681,TXFB-103681,Canceled,INT_06,2026-04-30,0,853.03,2026-04-04
B_3682,TXFB-103682,Bound,,,1,1027.57,2026-04-12
B_3683,TXFB-103683,Canceled,,2026-04-14,1,2824.17,2026-04-02
B_3684,TXFB-103684,Bound,,,1,2041.57,2026-04-07
B_3685,TXFB-103685,Bound,,,1,531.7,2026-04-03
B_3686,TXFB-103686,Bound,,,1,2520.55,2026-04-15
B_3687,TXFB-103687,Draft,,,1,1771.07,2026-04-01
B_3688,TXFB-103688,Bound,,,0,2032.56,2026-04-16
B_3689,TXFB-103689,Bound,,,1,1142.35,2026-04-05
B_3690,TXFB-103690,Bound,,,1,2155.35,2026-04-07
B_3691,TXFB-103691,Canceled,INT_02,2026-05-01,1,3437.46,2026-04-11
B_3692,TXFB-103692,Bound,,,1,720.33,2026-04-16
